,source,target,weight
0,Delhi,Bhubaneswar,{'weight': 1}
1,Delhi,Gautam Buddha Nagar,{'weight': 1}
2,Delhi,Bengaluru,{'weight': 11}
3,Delhi,Kalyan,{'weight': 1}
4,Delhi,Greater Ahmedabad Area,{'weight': 1}
5,Delhi,Jamshedpur,{'weight': 1}
6,Delhi,Bangalore Urban district,{'weight': 1}
7,Delhi,Lucknow,{'weight': 1}
8,Delhi,Mohali district,{'weight': 2}
9,Delhi,Trivandrum,{'weight': 1}
10,Delhi,Indore,{'weight': 1}
11,Delhi,Coimbatore,{'weight': 2}
12,Delhi,Chennai,{'weight': 9}
13,Delhi,Pune/Pimpri-Chinchwad Area,{'weight': 3}
14,Delhi,Chandigarh,{'weight': 2}
15,Delhi,Hyderabad,{'weight': 10}
16,Delhi,Pimpri Chinchwad,{'weight': 1}
17,Delhi,Gurgaon,{'weight': 2}
18,Delhi,Bhopal,{'weight': 1}
19,Delhi,Patna,{'weight': 1}
20,Delhi,Greater Coimbatore Area,{'weight': 1}
21,Delhi,Greater Hyderabad Area,{'weight': 1}
22,Delhi,Sriperumbudur,{'weight': 1}
23,Delhi,Srinagar,{'weight': 1}
24,Delhi,Ahmedabad,{'weight': 3}
25,Delhi,Vadodara,{'weight': 1}
26,Delhi,Greater Delhi Area,{'weight': 4}
27,Delhi,Dehradun,{'weight': 3}
28,Delhi,Navi Mumbai,{'weight': 5}
29,Delhi,Pune,{'weight': 9}
30,Delhi,Ghaziabad,{'weight': 1}
31,Delhi,Vishakhapatnam,{'weight': 3}
32,Delhi,Mumbai Metropolitan Region,{'weight': 2}
33,Delhi,Rajkot,{'weight': 2}
34,Delhi,Ludhiana,{'weight': 1}
35,Delhi,Amritsar,{'weight': 1}
36,Delhi,Mangaluru,{'weight': 1}
37,Delhi,Alipur,{'weight': 1}
38,Delhi,Kanpur,{'weight': 1}
39,Delhi,Gurugram,{'weight': 10}
40,Delhi,Surat,{'weight': 1}
41,Delhi,Kochi,{'weight': 3}
42,Delhi,Faridabad,{'weight': 1}
43,Delhi,Jammu,{'weight': 1}
44,Delhi,Greater Chennai Area,{'weight': 1}
45,Delhi,Bengaluru East,{'weight': 1}
46,Delhi,Jalandhar,{'weight': 1}
47,Delhi,Mumbai,{'weight': 9}
48,Delhi,Sahibzada Ajit Singh Nagar,{'weight': 1}
49,Delhi,Vijayawada,{'weight': 2}
50,Delhi,Bhubaneshwar,{'weight': 1}
51,Delhi,Thane,{'weight': 2}
52,Delhi,Nagpur,{'weight': 2}
53,Delhi,Visakhapatnam,{'weight': 1}
54,Delhi,Thiruvananthapuram,{'weight': 1}
55,Delhi,Agra,{'weight': 1}
56,Delhi,Ernakulam,{'weight': 1}
57,Delhi,Greater Bengaluru Area,{'weight': 5}
58,Delhi,Noida,{'weight': 10}
59,Delhi,Kolkata,{'weight': 2}
60,Delhi,Greater Kolkata Area,{'weight': 2}
61,Delhi,Jaipur,{'weight': 3}
62,Delhi,Kozhikode,{'weight': 1}
63,Delhi,New Delhi,{'weight': 8}
64,Delhi,Bangalore Urban,{'weight': 8}
65,Delhi,Greater Nagpur Area,{'weight': 1}
66,New Delhi,Bhubaneswar,{'weight': 1}
67,New Delhi,Gautam Buddha Nagar,{'weight': 1}
68,New Delhi,Bengaluru,{'weight': 12}
69,New Delhi,Kalyan,{'weight': 1}
70,New Delhi,Greater Ahmedabad Area,{'weight': 1}
71,New Delhi,Jamshedpur,{'weight': 1}
72,New Delhi,Bangalore Urban district,{'weight': 1}
73,New Delhi,Lucknow,{'weight': 1}
74,New Delhi,Mohali district,{'weight': 2}
75,New Delhi,Trivandrum,{'weight': 1}
76,New Delhi,Indore,{'weight': 1}
77,New Delhi,Coimbatore,{'weight': 1}
78,New Delhi,Chennai,{'weight': 6}
79,New Delhi,Pune/Pimpri-Chinchwad Area,{'weight': 3}
80,New Delhi,Chandigarh,{'weight': 2}
81,New Delhi,Hyderabad,{'weight': 9}
82,New Delhi,Pimpri Chinchwad,{'weight': 1}
83,New Delhi,Gurgaon,{'weight': 2}
84,New Delhi,Bhopal,{'weight': 1}
85,New Delhi,Patna,{'weight': 1}
86,New Delhi,Greater Coimbatore Area,{'weight': 1}
87,New Delhi,Greater Hyderabad Area,{'weight': 1}
88,New Delhi,Sriperumbudur,{'weight': 1}
89,New Delhi,Srinagar,{'weight': 1}
90,New Delhi,Raipur,{'weight': 1}
91,New Delhi,Ahmedabad,{'weight': 5}
92,New Delhi,Vadodara,{'weight': 1}
93,New Delhi,Greater Delhi Area,{'weight': 4}
94,New Delhi,Dehradun,{'weight': 2}
95,New Delhi,Navi Mumbai,{'weight': 2}
96,New Delhi,Pune,{'weight': 9}
97,New Delhi,Ghaziabad,{'weight': 1}
98,New Delhi,Silao,{'weight': 1}
99,New Delhi,Vishakhapatnam,{'weight': 3}
100,New Delhi,Mumbai Metropolitan Region,{'weight': 2}
101,New Delhi,Rajkot,{'weight': 2}
102,New Delhi,Ludhiana,{'weight': 1}
103,New Delhi,Amritsar,{'weight': 1}
104,New Delhi,Mangaluru,{'weight': 1}
105,New Delhi,Kanpur,{'weight': 1}
106,New Delhi,Gurugram,{'weight': 9}
107,New Delhi,Surat,{'weight': 1}
108,New Delhi,Faridabad,{'weight': 2}
109,New Delhi,Kochi,{'weight': 1}
110,New Delhi,Jammu,{'weight': 1}
111,New Delhi,Greater Chennai Area,{'weight': 1}
112,New Delhi,Jalandhar,{'weight': 1}
113,New Delhi,Mumbai,{'weight': 8}
114,New Delhi,Sahibzada Ajit Singh Nagar,{'weight': 1}
115,New Delhi,Vijayawada,{'weight': 1}
116,New Delhi,Bhubaneshwar,{'weight': 1}
117,New Delhi,Thane,{'weight': 1}
118,New Delhi,Nagpur,{'weight': 1}
119,New Delhi,Visakhapatnam,{'weight': 1}
120,New Delhi,Thiruvananthapuram,{'weight': 1}
121,New Delhi,Agra,{'weight': 1}
122,New Delhi,Ernakulam,{'weight': 1}
123,New Delhi,Greater Bengaluru Area,{'weight': 4}
124,New Delhi,Noida,{'weight': 8}
125,New Delhi,Kolkata,{'weight': 1}
126,New Delhi,Greater Kolkata Area,{'weight': 1}
127,New Delhi,Jaipur,{'weight': 3}
128,New Delhi,Kozhikode,{'weight': 1}
129,New Delhi,Bangalore Urban,{'weight': 7}
130,New Delhi,Greater Nagpur Area,{'weight': 1}
131,Greater Bengaluru Area,Bhubaneswar,{'weight': 1}
132,Greater Bengaluru Area,Gautam Buddha Nagar,{'weight': 1}
133,Greater Bengaluru Area,Bengaluru,{'weight': 11}
134,Greater Bengaluru Area,Kalyan,{'weight': 1}
135,Greater Bengaluru Area,Greater Ahmedabad Area,{'weight': 1}
136,Greater Bengaluru Area,Jamshedpur,{'weight': 1}
137,Greater Bengaluru Area,Bangalore Urban district,{'weight': 1}
138,Greater Bengaluru Area,Lucknow,{'weight': 1}
139,Greater Bengaluru Area,Mohali district,{'weight': 1}
140,Greater Bengaluru Area,Trivandrum,{'weight': 1}
141,Greater Bengaluru Area,Indore,{'weight': 1}
142,Greater Bengaluru Area,Coimbatore,{'weight': 3}
143,Greater Bengaluru Area,Chennai,{'weight': 6}
144,Greater Bengaluru Area,Pune/Pimpri-Chinchwad Area,{'weight': 2}
145,Greater Bengaluru Area,Chandigarh,{'weight': 1}
146,Greater Bengaluru Area,Hyderabad,{'weight': 7}
147,Greater Bengaluru Area,Pimpri Chinchwad,{'weight': 1}
148,Greater Bengaluru Area,Gurgaon,{'weight': 3}
149,Greater Bengaluru Area,Bhopal,{'weight': 1}
150,Greater Bengaluru Area,Patna,{'weight': 1}
151,Greater Bengaluru Area,Greater Coimbatore Area,{'weight': 1}
152,Greater Bengaluru Area,Greater Hyderabad Area,{'weight': 1}
153,Greater Bengaluru Area,Sriperumbudur,{'weight': 1}
154,Greater Bengaluru Area,Srinagar,{'weight': 1}
155,Greater Bengaluru Area,Ahmedabad,{'weight': 3}
156,Greater Bengaluru Area,Vadodara,{'weight': 1}
157,Greater Bengaluru Area,Greater Delhi Area,{'weight': 1}
158,Greater Bengaluru Area,Dehradun,{'weight': 1}
159,Greater Bengaluru Area,Navi Mumbai,{'weight': 3}
160,Greater Bengaluru Area,Pune,{'weight': 6}
161,Greater Bengaluru Area,Ghaziabad,{'weight': 2}
162,Greater Bengaluru Area,Vishakhapatnam,{'weight': 2}
163,Greater Bengaluru Area,Mumbai Metropolitan Region,{'weight': 1}
164,Greater Bengaluru Area,Rajkot,{'weight': 2}
165,Greater Bengaluru Area,Ludhiana,{'weight': 1}
166,Greater Bengaluru Area,Amritsar,{'weight': 1}
167,Greater Bengaluru Area,Mangaluru,{'weight': 1}
168,Greater Bengaluru Area,Alipur,{'weight': 1}
169,Greater Bengaluru Area,Kanpur,{'weight': 1}
170,Greater Bengaluru Area,Gurugram,{'weight': 8}
171,Greater Bengaluru Area,Surat,{'weight': 1}
172,Greater Bengaluru Area,Kochi,{'weight': 3}
173,Greater Bengaluru Area,Faridabad,{'weight': 1}
174,Greater Bengaluru Area,Jammu,{'weight': 1}
175,Greater Bengaluru Area,Greater Chennai Area,{'weight': 1}
176,Greater Bengaluru Area,Bengaluru East,{'weight': 1}
177,Greater Bengaluru Area,Mumbai,{'weight': 8}
178,Greater Bengaluru Area,Sahibzada Ajit Singh Nagar,{'weight': 1}
179,Greater Bengaluru Area,Vijayawada,{'weight': 1}
180,Greater Bengaluru Area,Bhubaneshwar,{'weight': 1}
181,Greater Bengaluru Area,Thane,{'weight': 2}
182,Greater Bengaluru Area,Ahmednagar,{'weight': 1}
183,Greater Bengaluru Area,Nagpur,{'weight': 2}
184,Greater Bengaluru Area,Visakhapatnam,{'weight': 1}
185,Greater Bengaluru Area,Thiruvananthapuram,{'weight': 1}
186,Greater Bengaluru Area,Agra,{'weight': 1}
187,Greater Bengaluru Area,Noida,{'weight': 6}
188,Greater Bengaluru Area,Kolkata,{'weight': 1}
189,Greater Bengaluru Area,Greater Kolkata Area,{'weight': 1}
190,Greater Bengaluru Area,Jaipur,{'weight': 2}
191,Greater Bengaluru Area,Kozhikode,{'weight': 1}
192,Greater Bengaluru Area,Bangalore Urban,{'weight': 7}
193,Greater Bengaluru Area,Greater Nagpur Area,{'weight': 1}
194,Gurugram,Bhubaneswar,{'weight': 1}
195,Gurugram,Gautam Buddha Nagar,{'weight': 1}
196,Gurugram,Bengaluru,{'weight': 22}
197,Gurugram,Kalyan,{'weight': 1}
198,Gurugram,Greater Ahmedabad Area,{'weight': 1}
199,Gurugram,Jamshedpur,{'weight': 1}
200,Gurugram,Bangalore Urban district,{'weight': 1}
201,Gurugram,Lucknow,{'weight': 1}
202,Gurugram,Mohali district,{'weight': 2}
203,Gurugram,Trivandrum,{'weight': 1}
204,Gurugram,Indore,{'weight': 1}
205,Gurugram,Coimbatore,{'weight': 2}
206,Gurugram,Chennai,{'weight': 13}
207,Gurugram,Pune/Pimpri-Chinchwad Area,{'weight': 3}
208,Gurugram,Chandigarh,{'weight': 2}
209,Gurugram,Hyderabad,{'weight': 16}
210,Gurugram,Pimpri Chinchwad,{'weight': 1}
211,Gurugram,Gurgaon,{'weight': 3}
212,Gurugram,Bhopal,{'weight': 1}
213,Gurugram,Patna,{'weight': 1}
214,Gurugram,Greater Coimbatore Area,{'weight': 1}
215,Gurugram,Greater Hyderabad Area,{'weight': 1}
216,Gurugram,Sriperumbudur,{'weight': 1}
217,Gurugram,Srinagar,{'weight': 1}
218,Gurugram,Raipur,{'weight': 1}
219,Gurugram,Ahmedabad,{'weight': 5}
220,Gurugram,Vadodara,{'weight': 1}
221,Gurugram,Greater Delhi Area,{'weight': 3}
222,Gurugram,Dehradun,{'weight': 3}
223,Gurugram,Navi Mumbai,{'weight': 5}
224,Gurugram,Pune,{'weight': 15}
225,Gurugram,Ghaziabad,{'weight': 2}
226,Gurugram,Vishakhapatnam,{'weight': 3}
227,Gurugram,Mumbai Metropolitan Region,{'weight': 4}
228,Gurugram,Rajkot,{'weight': 2}
229,Gurugram,Ludhiana,{'weight': 1}
230,Gurugram,Amritsar,{'weight': 1}
231,Gurugram,Mangaluru,{'weight': 1}
232,Gurugram,Alipur,{'weight': 1}
233,Gurugram,Kanpur,{'weight': 1}
234,Gurugram,Surat,{'weight': 1}
235,Gurugram,Kochi,{'weight': 3}
236,Gurugram,Faridabad,{'weight': 1}
237,Gurugram,Jammu,{'weight': 1}
238,Gurugram,Greater Chennai Area,{'weight': 1}
239,Gurugram,Bengaluru East,{'weight': 1}
240,Gurugram,Jalandhar,{'weight': 1}
241,Gurugram,Mumbai,{'weight': 18}
242,Gurugram,Sahibzada Ajit Singh Nagar,{'weight': 1}
243,Gurugram,Vijayawada,{'weight': 2}
244,Gurugram,Thane,{'weight': 2}
245,Gurugram,Bhubaneshwar,{'weight': 1}
246,Gurugram,Nagpur,{'weight': 2}
247,Gurugram,Visakhapatnam,{'weight': 1}
248,Gurugram,Thiruvananthapuram,{'weight': 1}
249,Gurugram,Ernakulam,{'weight': 1}
250,Gurugram,Agra,{'weight': 1}
251,Gurugram,Noida,{'weight': 10}
252,Gurugram,Kolkata,{'weight': 2}
253,Gurugram,Greater Kolkata Area,{'weight': 2}
254,Gurugram,Jaipur,{'weight': 3}
255,Gurugram,Kozhikode,{'weight': 1}
256,Gurugram,Bangalore Urban,{'weight': 13}
257,Gurugram,Greater Nagpur Area,{'weight': 1}
258,Bengaluru,Bhubaneswar,{'weight': 1}
259,Bengaluru,Gautam Buddha Nagar,{'weight': 1}
260,Bengaluru,Kalyan,{'weight': 1}
261,Bengaluru,Greater Ahmedabad Area,{'weight': 1}
262,Bengaluru,Jamshedpur,{'weight': 1}
263,Bengaluru,Bangalore Urban district,{'weight': 1}
264,Bengaluru,Lucknow,{'weight': 1}
265,Bengaluru,Mohali district,{'weight': 2}
266,Bengaluru,Trivandrum,{'weight': 1}
267,Bengaluru,Indore,{'weight': 2}
268,Bengaluru,Coimbatore,{'weight': 3}
269,Bengaluru,Chennai,{'weight': 18}
270,Bengaluru,Gandhinagar,{'weight': 1}
271,Bengaluru,Chandigarh,{'weight': 2}
272,Bengaluru,Hyderabad,{'weight': 23}
273,Bengaluru,Pune/Pimpri-Chinchwad Area,{'weight': 3}
274,Bengaluru,Pimpri Chinchwad,{'weight': 1}
275,Bengaluru,Gurgaon,{'weight': 5}
276,Bengaluru,Bhopal,{'weight': 1}
277,Bengaluru,Patna,{'weight': 1}
278,Bengaluru,Greater Coimbatore Area,{'weight': 1}
279,Bengaluru,Greater Hyderabad Area,{'weight': 3}
280,Bengaluru,Sriperumbudur,{'weight': 1}
281,Bengaluru,Srinagar,{'weight': 1}
282,Bengaluru,Raipur,{'weight': 1}
283,Bengaluru,Ahmedabad,{'weight': 6}
284,Bengaluru,Vadodara,{'weight': 2}
285,Bengaluru,Greater Delhi Area,{'weight': 4}
286,Bengaluru,Dehradun,{'weight': 3}
287,Bengaluru,Navi Mumbai,{'weight': 7}
288,Bengaluru,Pune,{'weight': 17}
289,Bengaluru,Ghaziabad,{'weight': 2}
290,Bengaluru,Silao,{'weight': 1}
291,Bengaluru,Vishakhapatnam,{'weight': 3}
292,Bengaluru,Mumbai Metropolitan Region,{'weight': 5}
293,Bengaluru,Rajkot,{'weight': 2}
294,Bengaluru,Ludhiana,{'weight': 1}
295,Bengaluru,Amritsar,{'weight': 1}
296,Bengaluru,Mangaluru,{'weight': 1}
297,Bengaluru,Alipur,{'weight': 1}
298,Bengaluru,Kanpur,{'weight': 1}
299,Bengaluru,Surat,{'weight': 1}
300,Bengaluru,Faridabad,{'weight': 2}
301,Bengaluru,Kochi,{'weight': 4}
302,Bengaluru,Jammu,{'weight': 1}
303,Bengaluru,Greater Chennai Area,{'weight': 1}
304,Bengaluru,Bengaluru East,{'weight': 1}
305,Bengaluru,Delhi Cantonment,{'weight': 1}
306,Bengaluru,Jalandhar,{'weight': 1}
307,Bengaluru,Mumbai,{'weight': 23}
308,Bengaluru,Sahibzada Ajit Singh Nagar,{'weight': 1}
309,Bengaluru,Vijayawada,{'weight': 2}
310,Bengaluru,Thane,{'weight': 2}
311,Bengaluru,Bhubaneshwar,{'weight': 1}
312,Bengaluru,Ahmednagar,{'weight': 1}
313,Bengaluru,Nagpur,{'weight': 2}
314,Bengaluru,Visakhapatnam,{'weight': 1}
315,Bengaluru,Thiruvananthapuram,{'weight': 1}
316,Bengaluru,Agra,{'weight': 1}
317,Bengaluru,Noida,{'weight': 11}
318,Bengaluru,Kolkata,{'weight': 2}
319,Bengaluru,Greater Kolkata Area,{'weight': 2}
320,Bengaluru,Jaipur,{'weight': 3}
321,Bengaluru,Kozhikode,{'weight': 1}
322,Bengaluru,Bangalore Urban,{'weight': 15}
323,Bengaluru,Greater Nagpur Area,{'weight': 1}
324,Noida,Bhubaneswar,{'weight': 1}
325,Noida,Gautam Buddha Nagar,{'weight': 1}
326,Noida,Kalyan,{'weight': 1}
327,Noida,Greater Ahmedabad Area,{'weight': 1}
328,Noida,Jamshedpur,{'weight': 1}
329,Noida,Bangalore Urban district,{'weight': 1}
330,Noida,Lucknow,{'weight': 1}
331,Noida,Mohali district,{'weight': 2}
332,Noida,Trivandrum,{'weight': 1}
333,Noida,Indore,{'weight': 1}
334,Noida,Coimbatore,{'weight': 2}
335,Noida,Chennai,{'weight': 10}
336,Noida,Pune/Pimpri-Chinchwad Area,{'weight': 3}
337,Noida,Chandigarh,{'weight': 2}
338,Noida,Hyderabad,{'weight': 10}
339,Noida,Pimpri Chinchwad,{'weight': 1}
340,Noida,Gurgaon,{'weight': 2}
341,Noida,Bhopal,{'weight': 1}
342,Noida,Patna,{'weight': 1}
343,Noida,Greater Coimbatore Area,{'weight': 1}
344,Noida,Greater Hyderabad Area,{'weight': 1}
345,Noida,Sriperumbudur,{'weight': 1}
346,Noida,Srinagar,{'weight': 1}
347,Noida,Ahmedabad,{'weight': 4}
348,Noida,Vadodara,{'weight': 1}
349,Noida,Greater Delhi Area,{'weight': 3}
350,Noida,Dehradun,{'weight': 3}
351,Noida,Navi Mumbai,{'weight': 4}
352,Noida,Pune,{'weight': 10}
353,Noida,Ghaziabad,{'weight': 1}
354,Noida,Silao,{'weight': 1}
355,Noida,Vishakhapatnam,{'weight': 3}
356,Noida,Mumbai Metropolitan Region,{'weight': 2}
357,Noida,Rajkot,{'weight': 2}
358,Noida,Ludhiana,{'weight': 1}
359,Noida,Amritsar,{'weight': 1}
360,Noida,Mangaluru,{'weight': 1}
361,Noida,Alipur,{'weight': 1}
362,Noida,Kanpur,{'weight': 1}
363,Noida,Surat,{'weight': 1}
364,Noida,Faridabad,{'weight': 2}
365,Noida,Kochi,{'weight': 2}
366,Noida,Jammu,{'weight': 1}
367,Noida,Greater Chennai Area,{'weight': 1}
368,Noida,Bengaluru East,{'weight': 1}
369,Noida,Jalandhar,{'weight': 1}
370,Noida,Mumbai,{'weight': 8}
371,Noida,Sahibzada Ajit Singh Nagar,{'weight': 1}
372,Noida,Vijayawada,{'weight': 2}
373,Noida,Bhubaneshwar,{'weight': 1}
374,Noida,Thane,{'weight': 2}
375,Noida,Nagpur,{'weight': 2}
376,Noida,Visakhapatnam,{'weight': 1}
377,Noida,Thiruvananthapuram,{'weight': 1}
378,Noida,Agra,{'weight': 1}
379,Noida,Ernakulam,{'weight': 1}
380,Noida,Kolkata,{'weight': 2}
381,Noida,Greater Kolkata Area,{'weight': 2}
382,Noida,Jaipur,{'weight': 3}
383,Noida,Kozhikode,{'weight': 1}
384,Noida,Bangalore Urban,{'weight': 8}
385,Noida,Greater Nagpur Area,{'weight': 1}
386,Hyderabad,Bhubaneswar,{'weight': 1}
387,Hyderabad,Gautam Buddha Nagar,{'weight': 1}
388,Hyderabad,Kalyan,{'weight': 1}
389,Hyderabad,Greater Ahmedabad Area,{'weight': 1}
390,Hyderabad,Jamshedpur,{'weight': 1}
391,Hyderabad,Bangalore Urban district,{'weight': 1}
392,Hyderabad,Lucknow,{'weight': 1}
393,Hyderabad,Mohali district,{'weight': 2}
394,Hyderabad,Trivandrum,{'weight': 1}
395,Hyderabad,Indore,{'weight': 2}
396,Hyderabad,Coimbatore,{'weight': 2}
397,Hyderabad,Chennai,{'weight': 13}
398,Hyderabad,Pune/Pimpri-Chinchwad Area,{'weight': 3}
399,Hyderabad,Chandigarh,{'weight': 2}
400,Hyderabad,Pimpri Chinchwad,{'weight': 1}
401,Hyderabad,Gurgaon,{'weight': 3}
402,Hyderabad,Bhopal,{'weight': 1}
403,Hyderabad,Patna,{'weight': 1}
404,Hyderabad,Greater Coimbatore Area,{'weight': 1}
405,Hyderabad,Greater Hyderabad Area,{'weight': 2}
406,Hyderabad,Sriperumbudur,{'weight': 1}
407,Hyderabad,Srinagar,{'weight': 1}
408,Hyderabad,Ahmedabad,{'weight': 6}
409,Hyderabad,Vadodara,{'weight': 2}
410,Hyderabad,Greater Delhi Area,{'weight': 3}
411,Hyderabad,Dehradun,{'weight': 3}
412,Hyderabad,Navi Mumbai,{'weight': 5}
413,Hyderabad,Pune,{'weight': 13}
414,Hyderabad,Ghaziabad,{'weight': 1}
415,Hyderabad,Silao,{'weight': 1}
416,Hyderabad,Vishakhapatnam,{'weight': 3}
417,Hyderabad,Mumbai Metropolitan Region,{'weight': 3}
418,Hyderabad,Rajkot,{'weight': 2}
419,Hyderabad,Ludhiana,{'weight': 1}
420,Hyderabad,Amritsar,{'weight': 1}
421,Hyderabad,Mangaluru,{'weight': 1}
422,Hyderabad,Alipur,{'weight': 1}
423,Hyderabad,Kanpur,{'weight': 1}
424,Hyderabad,Surat,{'weight': 1}
425,Hyderabad,Kochi,{'weight': 4}
426,Hyderabad,Faridabad,{'weight': 1}
427,Hyderabad,Jammu,{'weight': 1}
428,Hyderabad,Greater Chennai Area,{'weight': 1}
429,Hyderabad,Bengaluru East,{'weight': 1}
430,Hyderabad,Delhi Cantonment,{'weight': 1}
431,Hyderabad,Jalandhar,{'weight': 1}
432,Hyderabad,Mumbai,{'weight': 16}
433,Hyderabad,Sahibzada Ajit Singh Nagar,{'weight': 1}
434,Hyderabad,Vijayawada,{'weight': 2}
435,Hyderabad,Thane,{'weight': 2}
436,Hyderabad,Bhubaneshwar,{'weight': 1}
437,Hyderabad,Nagpur,{'weight': 2}
438,Hyderabad,Visakhapatnam,{'weight': 1}
439,Hyderabad,Thiruvananthapuram,{'weight': 1}
440,Hyderabad,Ernakulam,{'weight': 1}
441,Hyderabad,Agra,{'weight': 1}
442,Hyderabad,Kolkata,{'weight': 2}
443,Hyderabad,Greater Kolkata Area,{'weight': 2}
444,Hyderabad,Jaipur,{'weight': 3}
445,Hyderabad,Kozhikode,{'weight': 1}
446,Hyderabad,Bangalore Urban,{'weight': 12}
447,Hyderabad,Greater Nagpur Area,{'weight': 1}
448,Kolkata,Bhubaneswar,{'weight': 1}
449,Kolkata,Mumbai Metropolitan Region,{'weight': 1}
450,Kolkata,Gautam Buddha Nagar,{'weight': 1}
451,Kolkata,Rajkot,{'weight': 1}
452,Kolkata,Ludhiana,{'weight': 1}
453,Kolkata,Kalyan,{'weight': 1}
454,Kolkata,Greater Ahmedabad Area,{'weight': 1}
455,Kolkata,Amritsar,{'weight': 1}
456,Kolkata,Mangaluru,{'weight': 1}
457,Kolkata,Jamshedpur,{'weight': 1}
458,Kolkata,Bangalore Urban district,{'weight': 1}
459,Kolkata,Lucknow,{'weight': 1}
460,Kolkata,Mohali district,{'weight': 1}
461,Kolkata,Kanpur,{'weight': 1}
462,Kolkata,Trivandrum,{'weight': 1}
463,Kolkata,Indore,{'weight': 1}
464,Kolkata,Surat,{'weight': 1}
465,Kolkata,Coimbatore,{'weight': 1}
466,Kolkata,Chennai,{'weight': 2}
467,Kolkata,Kochi,{'weight': 1}
468,Kolkata,Faridabad,{'weight': 1}
469,Kolkata,Pune/Pimpri-Chinchwad Area,{'weight': 1}
470,Kolkata,Chandigarh,{'weight': 1}
471,Kolkata,Pimpri Chinchwad,{'weight': 1}
472,Kolkata,Greater Chennai Area,{'weight': 1}
473,Kolkata,Gurgaon,{'weight': 1}
474,Kolkata,Bhopal,{'weight': 1}
475,Kolkata,Patna,{'weight': 1}
476,Kolkata,Mumbai,{'weight': 2}
477,Kolkata,Sahibzada Ajit Singh Nagar,{'weight': 1}
478,Kolkata,Greater Coimbatore Area,{'weight': 1}
479,Kolkata,Greater Hyderabad Area,{'weight': 1}
480,Kolkata,Sriperumbudur,{'weight': 1}
481,Kolkata,Srinagar,{'weight': 1}
482,Kolkata,Thane,{'weight': 1}
483,Kolkata,Nagpur,{'weight': 1}
484,Kolkata,Visakhapatnam,{'weight': 1}
485,Kolkata,Ahmedabad,{'weight': 1}
486,Kolkata,Thiruvananthapuram,{'weight': 1}
487,Kolkata,Agra,{'weight': 1}
488,Kolkata,Vadodara,{'weight': 1}
489,Kolkata,Greater Delhi Area,{'weight': 1}
490,Kolkata,Greater Kolkata Area,{'weight': 2}
491,Kolkata,Jaipur,{'weight': 1}
492,Kolkata,Dehradun,{'weight': 2}
493,Kolkata,Navi Mumbai,{'weight': 2}
494,Kolkata,Pune,{'weight': 2}
495,Kolkata,Ghaziabad,{'weight': 1}
496,Kolkata,Vishakhapatnam,{'weight': 1}
497,Kolkata,Bangalore Urban,{'weight': 2}
498,Kolkata,Greater Nagpur Area,{'weight': 1}
499,Pune,Bhubaneswar,{'weight': 1}
500,Pune,Gautam Buddha Nagar,{'weight': 1}
501,Pune,Kalyan,{'weight': 1}
502,Pune,Greater Ahmedabad Area,{'weight': 1}
503,Pune,Jamshedpur,{'weight': 1}
504,Pune,Bangalore Urban district,{'weight': 1}
505,Pune,Lucknow,{'weight': 1}
506,Pune,Mohali district,{'weight': 2}
507,Pune,Trivandrum,{'weight': 1}
508,Pune,Indore,{'weight': 2}
509,Pune,Coimbatore,{'weight': 2}
510,Pune,Chennai,{'weight': 13}
511,Pune,Aurangabad,{'weight': 1}
512,Pune,Pune/Pimpri-Chinchwad Area,{'weight': 3}
513,Pune,Chandigarh,{'weight': 3}
514,Pune,Pimpri Chinchwad,{'weight': 1}
515,Pune,Gurgaon,{'weight': 3}
516,Pune,Bhopal,{'weight': 1}
517,Pune,Patna,{'weight': 1}
518,Pune,Greater Coimbatore Area,{'weight': 1}
519,Pune,Greater Hyderabad Area,{'weight': 2}
520,Pune,Sriperumbudur,{'weight': 1}
521,Pune,Srinagar,{'weight': 1}
522,Pune,Ahmedabad,{'weight': 5}
523,Pune,Vadodara,{'weight': 2}
524,Pune,Greater Delhi Area,{'weight': 2}
525,Pune,Dehradun,{'weight': 3}
526,Pune,Navi Mumbai,{'weight': 5}
527,Pune,Ghaziabad,{'weight': 1}
528,Pune,Silao,{'weight': 1}
529,Pune,Vishakhapatnam,{'weight': 3}
530,Pune,Mumbai Metropolitan Region,{'weight': 2}
531,Pune,Rajkot,{'weight': 2}
532,Pune,Ludhiana,{'weight': 1}
533,Pune,Amritsar,{'weight': 1}
534,Pune,Mangaluru,{'weight': 1}
535,Pune,Alipur,{'weight': 1}
536,Pune,Kanpur,{'weight': 1}
537,Pune,Surat,{'weight': 1}
538,Pune,Kochi,{'weight': 3}
539,Pune,Faridabad,{'weight': 1}
540,Pune,Jammu,{'weight': 1}
541,Pune,Greater Chennai Area,{'weight': 1}
542,Pune,Bengaluru East,{'weight': 1}
543,Pune,Delhi Cantonment,{'weight': 1}
544,Pune,Jalandhar,{'weight': 1}
545,Pune,Mumbai,{'weight': 12}
546,Pune,Dadri,{'weight': 1}
547,Pune,Sahibzada Ajit Singh Nagar,{'weight': 1}
548,Pune,Vijayawada,{'weight': 2}
549,Pune,Thane,{'weight': 2}
550,Pune,Bhubaneshwar,{'weight': 1}
551,Pune,Nagpur,{'weight': 2}
552,Pune,Visakhapatnam,{'weight': 1}
